Year,Month,Area,Article,Author,Score,Sex,Notes,Funding,Clinical vs Biomedical,NIH
2009,May,Metabolism,Liver-Specific Loss of Lipolysis-Stimulated Lipoprotein Receptor Triggers Systemic Hyperlipidemia in Mice,Narvekar et al.,1,Male,"Male mice from C57BKS, C57BL/6J, db/db, ob/ob, New Zealand black (NZB), New Zealand obese (NZO) used.",Deutsche Forschungsgemeinschaft and Marie Curie Excellence Grant.,Biomedical,No
2009,May,Metabolism,MicroRNAs Induced During Adipogenesis that Accelerate Fat Cell Development Are Downregulated in Obesity,Xie et al.,1,Male,Male C57BL/6J and B6.V-Lepob/J (ob/ob) mice used. No explanation as to why females were not utilized,Singapore-MIT Alliance (SMA) and the National Institutes of Health (NIH).,Biomedical,Yes
2009,May,Metabolism,GPR119 Is Essential for Oleoylethanolamide-Induced Glucagon-Like Peptide-1 Secretion From the Intestinal Enteroendocrine L-Cell,Lauffer et al.,1,Male,"-human (h) NCI-H716 L-cell line, murine (m) GLUTag L-cell line, fetal intestines from 19 to 20 days' pregnant Wistar rats, IN VIVO - male Wistar rats","European Foundation for the Study of Diabetes , Deutsche Forschungsgemeinschaft and from the Canadian Diabetes Association.",Biomedical,Yes
2009,May,Metabolism,Overexpression of GPR40 in Pancreatic β-Cells Augments Glucose-Stimulated Insulin Secretion and Improves Glucose Tolerance in Normal and Diabetic Mice,Nagasumi et al.,3,Both,Male mice were used unless otherwise indicated. Bred nontransgenic mice were crossed to female mice harboring KK background and observed offspring for 1 part. No sex segregated data provided. No sex differences or similarities discussed.,N/A,Biomedical,N/a
2009,June,Metabolism,c-Jun NH2-Terminal Kinase Activity in Subcutaneous Adipose Tissue but Not Nuclear Factor-κB Activity in Peripheral Blood Mononuclear Cells Is an Independent Determinant of Insulin Resistance in Healthy Individuals,Sourris et al.,4,Both,"10 women 12 men, metabolic studies and biopsies using tissue sample, blood sample, Differences between men and women were assessed by unpaired Student's t test. Statistical significance was assumed when P < 0.05.. Some discussion about sex.",National Health and Medical Research Council of Australia,Biomedical,No
2009,June,Metabolism,Recurrent Antecedent Hypoglycemia Alters Neuronal Oxidative Metabolism In Vivo,Jiang et al.,1,Male,Male Sprague-Dawley rat. No mention of females in discussion too.,"National Institutes of Health (NIH), National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) Grant R01 DK027121 (to K.L.B.), National Institute of Neurological Disorders and Stroke (NINDS) Grant R01 NS037527, NS051854-01 (to D.L.R.), NIDDK Grant R37 DK20495, and Juvenile Diabetes Research Foundation Grant 4-2004-807 (to R.S.S.). R.I.H. was supported by a Ruth Kirschstein National Research Service Award from the NIDDK (F32 DK077461) and G.F.M. by K02 AA-13430. We also gratefully acknowledge NIH NINDS Grant 1 P30 NS052519 and the Quantitative Neuroscience with Magnetic Resonance Program for NMR spectrometer and facilities support and NIDDK Grant P30 DK45735 of the Yale Diabetes Endocrinology Research Center.",Biomedical,Yes
2009,June,Metabolism,FoxO1 Haploinsufficiency Protects Against High-Fat Diet–Induced Insulin Resistance With Enhanced Peroxisome Proliferator–Activated Receptor γ Activation in Adipose Tissue,Kim et al.,1,Male,"-subjects: male Foxo1+/− and wild-type mice,-analyzed the phenotype of FoxO1 haploinsufficient mice to investigate the role of FoxO1 in high-fat diet induced obesity, also the adipose tissue metabolism. -FoxO1 deletion is embryonic lethal, only heterozygous mice were used",National Institutes of Health Grant,Biomedical,Yes
2009,July,Metabolism,Modulation of Skeletal Muscle Insulin Signaling With Chronic Caloric Restriction in Cynomolgus Monkeys,Wang et al.,1,Male,Male cynomolgus monkeys were used without an explanation for the exclusion of females. Sex was not discussed.,National Institutes of Health,Biomedical,Yes
2009,July,Metabolism,Sensitivity of Lipid Metabolism and Insulin Signaling to Genetic Alterations in Hepatic Peroxisome Proliferator–Activated Receptor-γ Coactivator-1α Expression,Estall et al.,3,Both,Used both sexes of C57BL/129 mice. No sex segregated data. No discussion of sex.,National Institutes of Health,Biomedical,Yes
2009,July,Metabolism,Butyrate Improves Insulin Sensitivity and Increases Energy Expenditure in Mice,Gao et al.,1,Male,Used male C57BL/6J mice. No reason given to as why females were not used as well. Figures were not sex adjusted and there was no mention of sex variables in the discussion.,"National Institutes of Health, American Diabetes Association, Functional Food Division at the Pennington Biomedical Research Center and the NIDDK.",Biomedical,Yes
2009,July,Metabolism,Additive Interaction Between the Renin-Angiotensin System and Lipid Metabolism for Cancer in Type 2 Diabetes,Yang et al.,3,Both,For the human portion both sexes were used; models were sex-adjusted. No sex segregated data presented.Male Sprague-Dawley rats were used for animal testing.,"Hong Kong Jockey Club Charities, Hong Kong Foundation for Research and Development in Diabetes, and Lioa Wun Yuk Diabetes Memorial Research Fund.",Biomedical,No
2009,July,Metabolism,High Incidence of Metabolically Active Brown Adipose Tissue in Healthy Adult Humans,Saito et al.,4,Both,31 male and 25 female human subjects were examined to observe the prevalence of metabolically active BAT in healthy adult humans . Some sex segregated data provided. The study said there were no evidence of sex differences however this was not discussed.,"Grant-in-Aid for Scientific Research from the Ministry of Education, Culture, Sports, Science, and Technology of Japan",Biomedical,No
2009,August,Metabolism,Genetic Disruption of Myostatin Reduces the Development of Proatherogenic Dyslipidemia and Atherogenic Lesions In Ldlr Null Mice,Tu et al.,1,Male,"Used only male mice of Mstn+/+/Ldlr+/+, Mstn+/+/Ldlr−/−, Mstn+−/Ldlr−/−, Mstn+−/Ldlr−/− backgrounds.",U.S. National Institutes of Health grants,Biomedical,Yes
2009,August,Metabolism,A Functional Melanocortin System May Be Required for Chronic CNS-Mediated Antidiabetic and Cardiovascular Actions of Leptin,da Silva et al.,1,Male,Used male Male Sprague-Dawley rats. No explanation as to why females were not studied.,"National Heart, Lung, and Blood Institute Grant and Scientist Development Grant from the American Heart Association.",Biomedical,Yes
2009,August,Metabolism,Insulin-Stimulated Cardiac Glucose Oxidation Is Increased in High-Fat Diet–Induced Obese Mice Lacking Malonyl CoA Decarboxylase,Ussher et al.,0,N/a,"Utilized twelve-week-old WT or MCD−/− mice, however failed to mention which sex or if both sexes were used.","G.D.L. and J.R.B.D. are shareholders and officers of Metabolic Modulators Research Ltd., a company with commercial interests in the development of MCD inhibitors.",Biomedical,No
2009,Sept,Metabolism,Activation of AMP-Activated Protein Kinase by Interleukin-6 in Rat Skeletal Muscle,Kelly et al,1,Male,"A score of 1 was given because only male mice were used (Male Sprague-Dawley rats), although the sex of cell culture was unspecified (C2C12 myoblasts).",USPHS Grants RO1DK19514 and RO1DK067509 (N.R.). M.K. was supported by Ruth L. Kirschstein NRSA Postdoctoral Training Grant HL-07224 and M.S.G. by a postdoctoral research fellowship from Fonds de la recherche en santé du Québec (FRSQ),Biomedical,No
2009,Sept,Metabolism,Systemic Fate of the Adipocyte-Derived Factor Adiponectin,Halberg et al,4,,"A score of 4 was given because both sexes of mice were included, and some but less than half of data was sex-segregated, although there was incomplete sex-inclusion in all studies (FVB mice, ob/ob mice). Some analysis by sex was done.",National Institutes of Health (N.H. is funded by a grant from University of Copenhagen),Biomedical,Yes
2009,Sept,Metabolism,Tissue-Specific Remodeling of the Mitochondrial Proteome in Type 1 Diabetic Akita Mice,Bugger et al,1,Male,A score of 1 was given because only male mice were used (heterozygous Ins2+/− Akita mice (C57BL/6) and C57BL/6 controls) for all experiments.,"National Institutes of Health, Juvenile Diabetes Research Foundation, (and E.D.A. is an Established Investigator of the American Heart Association?)",Biomedical,Yes
2009,Sept,Metabolism,A Major Role for Perifornical Orexin Neurons in the Control of Glucose Metabolism in Rats,Yi et al,1,Male,A score of 1 was given because only male Wistar rats were used for all experiments.,Dutch Diabetes Fonds,Biomedical,No
2009,Sept,Metabolism,The C3a Anaphylatoxin Receptor Is a Key Mediator of Insulin Resistance and Functions by Modulating Adipose Tissue Macrophage Infiltration and Activation,Mamane et al,1,Male,"A score of 1 was given because all animals used in the studies were males, including C3aR−/− C57BL6 mice.",The authors are employees of Merck & Co.... The financial arrangement entails a yearly salary as well as stock options. The business purpose of Merck & Co is to discover and develop new therapeutic drugs. W.T. is an employee of Deltagen.,Biomedical,No
2009,Sept,Metabolism,"ApoCIII-Enriched LDL in Type 2 Diabetes Displays Altered Lipid Composition, Increased Susceptibility for Sphingomyelinase, and Increased Binding to Biglycan",Hiukka et al,3,,"A score of 3 was given because both sexes of human subjects were included, but there was no sex-segregated data.","Swedish Research Council, The Swedish Heart-Lung Foundation, the Swedish Foundation for Strategic Research, The Sigrid Juselius Foundation, the Helsinki University Central Hospital Research Foundation, and the EU-funded project ETHERPATHS",Biomedical,No
2009,October,Metabolism,Enhanced Hypothalamic Glucose Sensing in Obesity: Alteration of Redox Signaling,Colombani et al,1,Male,A score of 1 was given because only male rats were used (male Zucker rats).,Agence Nationale pour la Recherche (Nutrisens 05-PNRA-004) and from the Programme National de Recherche sur le Diabète,Biomedical,No
2009,October,Metabolism,"Naringenin Prevents Dyslipidemia, Apolipoprotein B Overproduction, and Hyperinsulinemia in LDL Receptor–Null Mice With Diet-Induced Insulin Resistance",Mulvihill et al,1,Male,A score of 1 was given because only male mice were used (Male C57BL/6J mice and Ldlr−/− mice),"Heart and Stroke Foundation of Ontario (HSFO) to M.W.H. E.M.A. was the recipient of a joint AstraZeneca/Heart and Stroke Foundation of Canada postdoctoral fellowship, and E.E.M. was the recipient of an HSFO Masters Award and currently holds a Canadian Institutes of Health Research Canada Graduate Scholarship Doctoral Award",Biomedical,No
2009,October,Metabolism,Gene Profiling of Human Adipose Tissue During Evoked Inflammation In Vivo,Shah et al,3,,A score of 3 was given because both sexes of human subjects as well as monocytes and adipocytes from both sexes were included but data was not sex-segregated (although HDL cholesterol of subjects was reported by sex).,"Genomic Core and Human Adipose Resource of Diabetes and Endocrine Research Center (P20-DK 019525) at the University of Pennsylvania. This work was supported by a Clinical and Translational Science Award (RFA-RM-06-002) from the National Center for Research Resources (NCRR), by RO1 HL-073278 (M.R.), P50 HL-083799-SCCOR (M.R.), and W.W. Smith Charitable Trust (#H0204) (M.R.). S.H. is supported by National Institutes of Health Grant GM-085226.",Biomedical,Yes
2009,October,Metabolism,Adipose Tissue Plasticity During Catch-Up Fat Driven by Thrifty Metabolism,Summermatter et al,1,Male,A score of 1 was given because only male rats were used (male Sprague-Dawley rats).,Swiss National Science Research Foundation,Biomedical,No
2009,November,Metabolism,"Muscle Contraction, but Not Insulin, Increases Microvascular Blood Volume in the Presence of Free Fatty Acid–Induced Insulin Resistance",Inyard et al,1,Male,A score of 1 was given because only male Sprague-Dawley rats were used.,N/A,Biomedical,No
2009,November,Metabolism,Cleavage of Protein Kinase D After Acute Hypoinsulinemia Prevents Excessive Lipoprotein Lipase–Mediated Cardiac Triglyceride Accumulation,Kim et al,1,Male,A score of 1 was given because only male mice were used.,Canadian Diabetes Association. M.S.K. is the recipient of Doctoral Student Research Awards from both the Canadian Diabetes Association and the Heart and Stroke Foundation of Canada.,Biomedical,No
2009,November,Metabolism,"Hypermetabolism, Hyperphagia, and Reduced Adiposity in Tankyrase-Deficient Mice",Yeh et al,3,,A score of 3 was given because both sexes of mice were used for at least a few studies (supplemental Fig. S3).,American Diabetes Association (7-05-CD-05 to N.-W.C.; 1-08-JF-54 to T.-S.T.) and the National Institutes of Health,Biomedical,Yes
2009,November,Metabolism,Reductive Metabolism of AGE Precursors: A Metabolic Route for Preventing AGE Accumulation in Cardiovascular Tissue,Baba et al,1,,"A score of 1 was given because cardiac myocytes were isolated from male mice for a small part of the study, although the sex of the transgenic mice and cell cultures used were not specified (HUVECS, C57, akr1b3-null, and apoE- and akr1b3-apoE–null mice) (warrants score 0 by itself).",National Institutes of Health,Biomedical,Yes
2009,November,Metabolism,Adipose Tissue Exosome-Like Vesicles Mediate Activation of Macrophage-Induced Insulin Resistance,Deng et al,1,Male,A score of 1 was given because male mice were used (C57BL/6j (B6) male mice). BMDMs were from female wild-type mice but injected into male mice (though unclear). C2C12 myocytes of unspecified sex were also used which alone would have warranted a score of 0.,"National Institutes of Health Grant nos. RO1-CA-116092, RO1-CA-107181, R01-AT-004294 (H.-G.Z.), University of Alabama at Birmingham Diabetes Research and Training Center (P60 DK07626), and RO1-DK-038765 (Principal investigator, Dr. Timothy Garvey); Birmingham Veterans Administration Medical Center Merit Review Grants (H.-G.Z.); and a grant from the Susan G. Komen Breast Cancer Foundation.",Biomedical,Yes
2009,November,Metabolism,11β-Hydroxysteroid Dehydrogenase Type 1 Regulates Glucocorticoid-Induced Insulin Resistance in Skeletal Muscle,Morgan et al,1,Male,"A score of 1 was given because only male mice were included, althought rodent and human cell cultures of unspecified sex were also used (warrants score 0 if alone).","Wellcome Trust, U.K. (program grant to P.M.S. and Clinician Scientist Fellowship to J.W.T.), a case award studentship from the Biotechnology and Biological Sciences Research Council in conjunction with AstraZeneca (to S.A.M.), the Medical Research Council (Clinical Research Training Fellowship to M.S.), and Diabetes U.K. (project grant to J.S.).",Biomedical,No
2009,November,Metabolism,Paradoxical Coupling of Triglyceride Synthesis and Fatty Acid Oxidation in Skeletal Muscle Overexpressing DGAT1,Liu et al,1,Male,A score of 1 was given because only male mice were used (MCK-DGAT1 transgenic mice).,"National Institutes of Health Grants DK-60530, DK-071866, DK-063034, HL-73029, and HL45095. Contributions also came from New York Obesity Research Center Grant DK-026687 and Albert Einstein College of Medicine Diabetes Research and Training Center Grant National Institutes of Health DK-020541.",Biomedical,Yes
2009,November,Metabolism,Interleukin-10 Prevents Diet-Induced Insulin Resistance by Attenuating Macrophage and Cytokine Response in Skeletal Muscle,Hong et al,1,Male,"A score of 1 was given because only male mice were used (Male C57BL/6 mice, MCK-IL10 mice).","U.S. Public Health Service (R01-DK80756 to J.K.K. and RO1-AR18860 to S.D.H.), the American Diabetes Association (1-04-RA-47 and 7-07-RA-80 to J.K.K.), the American Heart Association (0855492D to J.K.K.), and the Pennsylvania State Department of Health (Tobacco Settlement Award to J.K.K.).",Biomedical,No
2009,November,Metabolism,Nutrient Stress Activates Inflammation and Reduces Glucose Metabolism by Suppressing AMP-Activated Protein Kinase in the Heart,Ko et al,1,Male,"A score of 1 was given because only male mice were used (Male C57BL/6 mice, IL-6 KO mice).","U.S. Public Health Service (R01-DK80756 to J.K.K.), the American Diabetes Association (1-04-RA-47 and 7-07-RA-80 to J.K.K.), the American Heart Association (0855492D to J.K.K.), and a grant from the Pennsylvania Department of Health using Tobacco Settlement Funds (to J.K.K.).",Biomedical,No
2009,November,Metabolism,Enhancement of Muscle Mitochondrial Oxidative Capacity and Alterations in Insulin Action Are Lipid Species Dependent,Turner et al,1,Male,"A score of 1 was given because only male mice were used (Male C57BL/6 mice, male Wistar rats).",Diabetes Australia Research Trust (to N.T.) and the National Health and Medical Research Council of Australia (NHMRC) (to J.Y. and E.W.K.). L.E.W. is supported by a University of New South Wales Postgraduate Award. N.T. is supported by a Career Development Award and E.W.K. and G.J.C. by Research Fellowships from the NHMRC.,Biomedical,No
2009,December,Metabolism,Chemerin Is a Novel Adipocyte-Derived Factor Inducing Insulin Resistance in Primary Human Skeletal Muscle Cells,Sell et al,1,Female,A score of 1 was given because only female human subjects were included without clear justification. Some adipose tissue samples were from surgical mammary reduction.,"Ministry of Science and Research of Nordrhein-Westphalen, German Federal Ministry of Health, European Union COST (European Cooperation in Science and Technology) Action BM0602, Swedish Research Council, Swedish Heart and Lung Foundation, Swedish Diabetes Association, and the Commission of the European Communities (Collaborative Project ADAPT [Adipokines as Drug Targets to Combat Adverse Effects of Excess Adipose Tissue] Contract no. HEALTH-F2-2008-201100).",Biomedical,No
2009,December,Metabolism,"Impact of 9 Days of Bed Rest on Hepatic and Peripheral Insulin Action, Insulin Secretion, and Whole-Body Lipolysis in Healthy Young Male Offspring of Patients With Type 2 Diabetes",Alibegovic et al,1,Male,A score of 1 was given because only male human subjects were used without justification.,"European Union 6th Framework EXGENESIS Grant and supported by the Danish Strategic Research Council. A.C.A. was in receipt of a PhD scholarship from the Academy of Muscle Biology, Exercise, and Health Research and the Ministry of Science, Technology, and Innovation, Copenhagen, Denmark.",Biomedical,No
2009,December,Metabolism,Distinct Effects of Leptin and a Melanocortin Receptor Agonist Injected Into Medial Hypothalamic Nuclei on Glucose Uptake in Peripheral Tissues,Toda et al,1,Male,A score of 1 was given because only male mice were used (Male FVB/N Jcl mice).,"Ministry of Education, Culture, Sports, Science, and Technology of Japan; by the Specific Research Fund of the National Institutes for Natural Sciences (to Y.M.); and by the Research Program of Hayama Center for Advanced Studies of Sokendai (to Y.M.).",Biomedical,No
2009,December,Metabolism,Effects of Insulin on the Metabolic Control of Hepatic Gluconeogenesis In Vivo,Edgerton et al,3,,A score of 3 was given because both sexes of canines were used but data not reported separately.,National Institutes of Health Grant R37-DK-18243 and the Diabetes Research and Training Center Grant SP-60-AM20593. D.S.E. was supported by the Vanderbilt Molecular Endocrinology Training Program 5T32-DK-07563–12. A.D.C. was supported by the Jacquelyn A. Turner and Dr. Dorothy J. Turner Chair in Diabetes Research.,Biomedical,Yes
2009,December,Metabolism,Hepatic Muscarinic Acetylcholine Receptors Are Not Critically Involved in Maintaining Glucose Homeostasis in Mice,Li et al,1,Male,A score of 1 was given because only male mice were used (male C57BL/6 mice).,"Intramural Research Program of the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), National Institutes of Health, U.S. Department of Health and Human Services. C.B. was supported by DK074873 and DK082724 and a junior faculty award from the American Diabetes Association.",Biomedical,Yes
2009,December,Metabolism,Insulin Resistance and Altered Systemic Glucose Metabolism in Mice Lacking Nur77,Chao et al,3,,"A score of 3 was given because both sexes of mice were included between experiments; for the vast majority of experiments, only male mice were used, and for one sub-experiment, only female mice were used.",National Institutes of Health Grants HD-00850 and DK-081683-01. P.F.P. was supported by the National Institutes of Health Grants DK-30425 and the American Diabetes Association. P.T. was supported by the National Institutes of Health Grant HL030568 and is an investigator of the Howard Hughes Medical Institute.,Biomedical,Yes
2009,May,Obesity,Prenatal Stress or High-Fat Diet Increases Susceptibility to Diet-Induced Obesity in Rat Offspring,Tamashiro et al.,6,Both,Pregnant female Sprague-Dawley rats were on high-fat diet (HFD) throughout gestation and lactation. Used 1:1 female to male ratios of the F1 offspring litter. Sex segregated figures provided. The sex similarities and differences were observed were mentioned in the discussion.,National Institutes of Health grants.,Biomedical,Yes
2009,May,Obesity,Loss-of-Function Mutation in Myostatin Reduces Tumor Necrosis Factor α Production and Protects Liver Against Obesity-Induced Insulin Resistance,Wilkes et al.,5,Both,Used C57BL/6 (B6) mice. Most tables and figures separated by male and female. 2 were sex adjusted.,Amgen,Biomedical,No
2009,January,Obesity Studies,Obesity-Related Upregulation of Monocyte Chemotactic Factors in Adipocytes,Jiao et al,1,Male,3T3-L1 cells were not of specified sex; mice used were all male with no justification provided for female exclusion,American Heart Association,Biomedical,No
2009,January,Obesity Studies,Elevated Expression of Osteopontin May Be Related to Adipose Tissue Macrophage Accumulation and Liver Steatosis in Morbid Obesity,Bertola et al,3,,"Mice were male, human portion was both with both sexes, cell line used was HepG2 (sex unspecified). Score 3 awarded as it is the more generous of the possibilities. None of the human data was analyzed by sex.","Institut National de la Santé et de la Recherche Médicale (France), ANR-05-PCOD-025-02 PNRHGE to P.G., the University of Nice, the Programme Hospitalier de Recherche Clinique (CHU of Nice and Paris [AOR02076]) the Comité Doyen Jean Lépine (Nice, France), and the French Research Ministery, European Commission, Programme Hospitalier de Recherche Clinique, Association pour la Recherche sur le Cancer , Interface, ALFEDIAM and AFEF/Schering-Plough",Biomedical,No
2009,April,Obesity Studies,Adipose Overexpression of Desnutrin Promotes Fatty Acid Use and Attenuates Diet-Induced Obesity,Ahmadian et al.,3,N/A,"Score of 3 awarded, as both male and female mice were used. However, the experiments were not all performed on both sexes; data from each experiment either came from a single sex (i.e. glycerol and FA release from adipocytes of females, or thermogensis/ energy expenditure data from males) or the sex was unspecifed. The sex of the 3T3-CARΔ cells was not specified. Paper states that it used sex-matched controls (sex-matched littermates for comparison with the treatment group).","NIH, College of Natural Resources; University of California at Berkeley",Biomedical,Yes
2009,July,Obesity Studies,Impaired Preadipocyte Differentiation in Human Abdominal Obesity,Isakson et al.,0,N/a,Used abdominal subcutaneous adipose tissue sex unspecified from 51 donors. Models were no sex segregated or adjusted. No mention of sex in the discussion.,"Swedish Research Council, the Torsten and Ragnar Söderbergs Foundation, the Swedish Foundation for Strategic Research (SSF), the Novo Nordisk Foundation, Swedish Diabetes Association and the European Union–funded program EUGENE2.",Biomedical,No
2009,August,Obesity Studies,"Regulation of the Fibrosis and Angiogenesis Promoter SPARC/Osteonectin in Human Adipose Tissue by Weight Change, Leptin, Insulin, and Glucose",Kos et al.,3,Both,"This study obtained serum and adipose tissue biopsies from both male and female morbidly obese nondiabetic human subjects undergoing bariatric surgery and lean control subjects. In the article they stated that ""SPARC and indicators of obesity and obesity-related inflammation: We did not find a sex difference in expression of BMI-matched men and women"". Sex segregated was collected however was not presented.","Diabetes UK, Swedish Research Council, University Hospital of Linkoping Research Funds (Diabetes Research Centre of Linkoping University) and the Gamla Tjaenarinnor Foundation.",Biomedical,No
2009,October,Obesity Studies,Glucagon-Like Peptide 1/Glucagon Receptor Dual Agonism Reverses Obesity in Mice,Pocai et al,1,Male,"A score of 1 was given because though unclearly stated, male DIO mice were used. Also used were livers from C57BL/6 mice, and wild-type (n = 24), Glp1r−/− (n = 24), and Gcgr−/− (n = 21) mice of unclear sex.",N/A,Biomedical,No
2009,November,Obesity Studies,"Atf4 Regulates Obesity, Glucose Homeostasis, and Energy Expenditure",Seo et al,1,Female,"A score of 1 was given because female C57BL/6 mice were used for a small part of experiments. Atf4 mutant flies and Atf4 null mice of unspecified sex were used, together comprising the majority of the data/experimental procedures (would warrant score 0 if alone).",J.M.G. is a founder of Reata Pharmaceuticals.,Biomedical,No
2009,November,Obesity Studies,Regulatory Mechanisms for Adipose Tissue M1 and M2 Macrophages in Diet-Induced Obese Mice,Fujisaka et al,1,Male,A score of 1 was given because only male mice were used (male C57BL/6J mice (M1 and M2 macrophages from mouse epididymal fat tissue)).,"Grant-in-Aid for Scientific Research from the Ministry of Education, Science, Sports, and Culture, Japan",Biomedical,No
2009,November,Obesity Studies,Brown Adipose Tissue and Seasonal Variation in Humans,Au-Yong et al,3,,"A score of 3 was given although results were analyzed by sex (χ2 test was used, would warrant score of 6 if data were sex-segregated) because no sex-segregated data was provided.",Nottingham Digestive Diseases Biomedical Research Unit and the Respiratory Biomedical Research Unit.,Biomedical,No
2009,December,Obesity Studies,Differences in the Central Anorectic Effects of Glucagon-Like Peptide-1 and Exendin-4 in Rats,Barrera et al,1,Male,A score of 1 was given because only male rats were used (male Long-Evans rats).,"National Institutes of Health Grant RO1 DK54890 (to R.J.S.), American Diabetes Association Physician Scientist Training Award 7-06-PST-02 (to J.G.B.), National Institutes of Health Grant RO1 DK57900 (to D.A.D.), Juvenile Diabetes Research Foundation Grant 1-2006-796 (to D.J.D.), and research funding from Amylin Pharmaceuticals.",Biomedical,Yes
2009,December,Obesity Studies,SIRT1 Genetic Variation Is Related to BMI and Risk of Obesity,Zillikens et al,3,,"A score of 3 was given because both sexes of human subjects were included, and because no sex-segregated data was provided. Data was sex-adjusted (unclear method of adjustment)","Netherlands Organization for Scientific Research under the Research Institute for Diseases in the Elderly (grant 014-90-001) and the European Commission (QL46-CT-2002-02629, GENOMOS, Health-F2-2008-201865, GEFOS) and is supported by the Netherlands Genomics Initiative/Netherlands Organization for Scientific Research (project no. 050-060-810). The ERF study was supported by a joint grant from the Center of Medical Systems Biology.",Biomedical,No
2009,January,Obesity Studies/ Original Article?,Skeletal Muscle–Specific Deletion of Lipoprotein Lipase Enhances Insulin Signaling in Skeletal Muscle but Causes Insulin Resistance in Liver and Other Tissues,Wang et al,1,Male,Only male mice were used. Female exclusion was not justified,"NIH, American Diabetes Association, the Pennsylvania State Department of Health ",Biomedical,Yes
2009,February,Pathophysiology,Intergenerational Transmission of Glucose Intolerance and Obesity by In Utero Undernutrition in Mice, Jimenez-Chillaron et al.,2,Male,"Score of 2 awarded, as only male F2 mice were included in analysis. Justification was provided: there was a higher prevalence of diabetes in UN-F1 males (100% vs. 30% in females). Overall, the study investigated how in utero nutrition (of F1) can effect glucose tolerance and obesity in F2 mice. They did investigate sex differences in terms of which F1 parent the F2 phenotypes seemed to be inherited from (i.e. male or female parent), but the only F2 mince included for analysis were male.","American Diabetes Association, Graetz Family Fund, the Marie Curie International Reintegration Grant, Diabetes Endocrinology Research Center",Biomedical,No
2009,March,Pathophysiology,Angiotensin II Reduces Mitochondrial Content in Skeletal Muscle and Affects Glycemic Control,Mitsuishi et al.,1,Male,"Score of 1 awarded, as most experiments took place in C57bl/6 mice that were exclusively male. No explaination for the exclusion of female mice was provided. Additional experiments were performed in C2C12 cells; the sex of these cells was not specified.",N/A,Biomedical,N/A
2009,March,Pathophysiology,Amylase α-2A Autoantibodies; Novel Marker of Autoimmune Pancreatitis and Fulminant Type 1 Diabetes,Endo et al.,3,N/A,"Score of 3 awarded, as most experiments included both men and women. AIP serum used to do screening of the human pancreas cDNA library came from a single male individual. All of the diabetic groups were composed of both men and women (although these proportions were not equal: for example, autoimmune pancreatitis patients were 14/15 male and 1/15 female, while Hashimoto's thyroiditis patients were 6/47 male and 41/47 female). Control sera samples were taken from healthy, male and female volunteers. No results were reported/ analyzed by sex.",N/A,Biomedical,N/A
2009,May,Pathophysiology,Accelerated Postnatal Growth Increases Lipogenic Gene Expression and Adipocyte Size in Low–Birth Weight Mice,Isganaitis et al.,3,Both,Pregnant females ICR and ICR offspring sex unspecified for specific portions. Data for white adipose tissue gene expression at age 3 weeks from males and hypothalamic agouti-related peptide (AgRP) neuronal projections from 6 month old males. From the supplementary most of data is based on males. No sex segregated data.,"American Diabetes Association (both to M.-E.P.); the Endocrine Fellows Foundation, the Human Growth Foundation, and the Lawson-Wilkins Pediatric Endocrine Society (to E.I.); DK57768 (to M.G.M.); and an American Heart Association Predoctoral Fellowship (to R.L.L.).",Biomedical,No
2009,May,Pathophysiology,Mechanisms of Podocyte Injury in Diabetes,Eid et al.,0,N/a,"Immortalized mouse podocytes of -7-month-old FVB and OVE26 mice 6 mos used, sex unspecified.","National Kidney Foundation Postdoctoral Fellowship (to A.A.E.), an American Heart Association South Central Affiliate and Juvenile Diabetes Research Foundation regular research grant (to Y.G.), National Institutes of Health Grant K01DK-076923 (to K.B.), National Institutes of Health, George O'Brien Kidney Center-morphology core grant no. DK061597 (to J.L.B.), and National Institutes of Health Grant DK-R01-078971 and grants from the American Diabetes Association and the Juvenile Diabetes Research Foundation (to H.E.A.).",Biomedical,Yes
2009,June,Pathophysiology,Increased Risk of Type 2 Diabetes in Elderly Twins,Poulsen et al.,4,Both,#NAME?,N/a,Biomedical,N/a
2009,August,Pathophysiology,Endoplasmic Reticulum Stress Regulates Adipocyte Resistin Expression,Lefterova et al.,1,Male,Used wild-type male C57Bl/6 mice.,National Institutes of Health,Biomedical,Yes
2009,August,Pathophysiology,Apolipoprotein B but not LDL Cholesterol Is Associated With Coronary Artery Calcification in Type 2 Diabetic Whites,Martin et al.,3,Both,Male and female human subjects were studied. Model 1 was adjusted for sex. No sex segregated data presented or discussion of sex similarities or differences.,National Center for Research Resources (NCRR).,Biomedical,Yes
2009,November,Pathophysiology,FoxO1 Links Insulin Resistance to Proinflammatory Cytokine IL-1β Production in Macrophages,Su et al,1,Male,"A score of 1 was given because peritoneal macrophages from only male mice were used (Male homozygous db/db mice, male Balb/c mice)",American Diabetes Association and National Health Institute Grant DK-066301.,Biomedical,No
2009,November,Pathophysiology,Placental Structure in Type 1 Diabetes,Nelson et al,2,Female,A score of 2 was given because only female human subjects were included and was justified (placentae were required).,Chief Scientist Office of the Scottish Executive (K/MRS/50/C2726) and the Glasgow Royal Infirmary Research Endowment Fund (05REF007).,Biomedical,No
