Comment ID,Type,Affiliation,Location,Title,Date,Category,Rated by,Rating,Body
44570,reply,Small or Mid-size Business,Canada,Combining Social with Loyalty,2/9/2011 23:17, Best practices & lessons learned ,0,0,Hi Mary Beth-Our company has combined social media with loyalty tools to create what we call the new face of loyalty. We created the website www.social-loyalty.com to assist with social loyalty awareness and education.
45470,reply,IBM Alumni,United States,Social Media & Conferencing,2/11/2011 15:22, Best practices & lessons learned ,0,0,"How would you suggest social media tools be an additive to face to face meetings, without taking away the value of face to face meeting venues."
45446,post,Journalist / Blogger,Netherlands,Social Media Monitoring,2/11/2011 15:11, Strategic ,0,0,I am really curious if any of you use social media monitoring tools. What the reasons are for using them? And which tools you use?
31425,post,IBM Employee,India,Customer's 4 S. And they matter - Strategically,2/11/2011 15:05, Strategic ,0,0,"Customers's 4 S will always be as strategic influencer, stakeholder, socially responsible caretaker of his organization AND 'Success"" thinker! If you were to see closely the behavioral pattern of any customer, they would eventually have covered all of these 4 at all times. It makes-up for him being a customer to be considered within the gamut of a 'business engagement'.  Think it over: the chances of our entire sales cycle or CVM-based proposals or even the simplest usage of a 'thought leader' to act as influencer ... will invariably be an individual who has all the 4S in his tenets of role. This 4S encompases the complete continumm of 'pull' agenda without much pursuasion or negotiation strategy. In social media, if 'connection' to 'revenue/leadgen' is the goal, then leveraging a customer by connecting him in all these 4S parameters will be vital!"
44231,post,Large Enterprise,United Kingdom,Making social business real,2/9/2011 15:51, Best practices & lessons learned ,3,5,"Hello everyone. Thank you, IBM, for your kind invitation to join the social business jam. I've been reading your posts and comments with great interest. We at Citi are at the very start of our journey to transform both business interaction and client engagement by embracing social media. Some great insights here, and some unanswered questions .... how real are the concerns around negative groundswell? how do we manage IP generated through such a public process? Should we restrict client collaboration to a walled garden or embrace public forums? To what extent do we need to orchestrate and manage the social interaction with clients via this medium, and how many forums can we actively monitor and sustain?  Would appreciate your thoughts and insights to our dilemmas."
30219,reply,IBM Employee,United States,The converstations will happen with or without you,2/9/2011 16:24, None ,3,4.5,"I find it interesting that many companies are still trying to decide IF they will engage client through social media. It should no longer be a question of IF but HOW. It's good to see that Citi has overcome this hurdle and is formulating it's strategy. One basic principle of social to understand about customers is that they are engaged whether or not the company has decided to get in the game. Customers are on Facebook, Twitter, YouTube and blog sites talking about your products, their recent customer service experience, your commercials and new products and services they want to see. If you are not watching and engaging them in these conversations, I guarantee your competitors are.  One of the best examples of customer engagement comes from McDonalds. Several years back, when the movie Super Size Me came out, McDonalds decided not to ignore customer response to the movie. Instead, they decided that they wanted to be part of the dialogue. They set up a blog to encourage conversations  ...   about the movie. They realized that these conversations would go on with or without them. They thought it best to be part of the group."
44440,reply,Large Enterprise,United Kingdom,The conversations will happen with or without you,2/9/2011 16:38, Best practices & lessons learned ,0,0,"That is true, Laura. Do you think it plays out the same way with corporate clients? As employees of the entity that's contracted with a company like IBM or Citi, how comfortable are we to effectively represent the company in any public or semi-public social interaction, and how might we help constructively orchestrate that?"
30459,reply,IBM Employee,United States,Media Portrayal of Social Media,2/9/2011 22:58, None ,0,0,"Laura: Great points, couldn't agree with you more. To what degree do you think the mainstream media's negative portrayal of social media effects business's reluctance to embrace it? I think the conventional wisdom is that social media is either for teens and college students, or a gigantic security risk, or both. Thoughts?"
30495,reply,IBM Business Partner,United States,You will be led by your youth,2/9/2011 23:51, People & culture ,1,5,"Krista, I agree with your characterization that the mainstream media pans social media, but I believe that is because main stream media is accurately reflecting the position of the business world - not the other way around. Mainstream businesses shun social media, as they did initially with texting, cell phone use, and the internet. And for the most part they will continue to shun social media until they learn how to properly harness the yield from this potential rich stream.  Ten plus years ago it was the youth of Japan that led the texting wave and now many business executives are texting like an an experienced Japanese teenager.  The  ...   management teams I speak with mistakenly look upon social media as a 'kid's toy'.  The 'science' of expanded, multi-tier communication and collaboration will march on, the neat trick will be the 'art' of managing to abstract the benefits.  You will be led by your youth."
30501,reply,IBM Employee,United States,The conversation will happen with or without you,2/10/2011 0:02, Strategic ,0,0,"With all of the negative press and fear businesses profess about participating in social media, I think the value of resolving an issue surfaced publicly is often overlooked. No one wants a negative review or opinion floated about his/her company, but the potential reach of the opportunity to so publicly 1) take note of the complaint and 2) resolve it, again publicly, is huge. If you resolve one customer's issues on the phone, that's great -- that customer is happy and may tell a friend or two. But if you do it in the public arena of social networking, and your reach is magnified by a magnitude or three. But it does require taking social media seriously, and comments and complaints seriously. For a more positive spin -- it's another opportunity to let your customers know that you care about their satisfaction."
44270,reply,IBM Employee,United States,Internal and External Social Networking,2/9/2011 16:25, Processes & operational ,0,0,I honestly believe that you need two environments.  Your open environment:  - provide services to your customers  - listen to customer complaints and praise  ...   - get feedback for proposed new offerings  - an avenue for customers to propose new services  Internal environment:  - discuss what is possible or impossible  - changes to existing offerings  - dream up new offerings  - cost benefit discussions  - reality check on existing and new services  Monitoring and synthesis of these environments is probably the more difficult. The internal environment may take care of itself as long as the various product leads are monitoring the appropriate areas. The external systems require more staffing to allow you to respond quickly to customer issues and to jump on any new trends that you see from your customers.
44306,reply,IBM Employee,United States,Social IP?,2/9/2011 16:49, Best practices & lessons learned ,0,0,"Is there such a thing? Yes, in a sense there is per the Open source or even some closed-but-multicompany standards practices. However, not everything can become an industry standard; only so when many companies choose to adopt and conform to make it simpler to do business together.  But regular IP for often simpler yet patentable ideas is a bigger challenge. Some try to preset a license. The last time I looked just in the software industry, a company call Black Duck had license management software that covers over 500 varieties of common ""open source"" licenses. It becomes a downright headache to manage each of these. On the other hand, the legal profession is heavily based on individualized contracts for particular IP, and standardized ones for mass users.  ...   Are there alternatives that aren't as heavy-weight as licenses and contracts that we see today?"
44494,reply,IBM Employee,United States,Practices makes perfect...,2/9/2011 17:22, Strategic ,0,0,"Mei Li, has Citi considered starting a social transformation inside the firewall first? This would be a good way to understand what social business means to Citi and at the same time it would be a great platform for employees to feel comfortable engaging in a social platform. Once they are comfortable, that may be a good point to start engaging with your customers externally."
30306,reply,IBM Employee,United States,Inside / outside / both,2/9/2011 18:16, People & culture ,0,0,"It may make sense to work from both extremes gauging sentiment. There are tools that can be run to analyze the overall Internet for customer/consumer/shareholder/employee sentiment just as you could run content analytics and surveys internally.  I think many firms would be surprised at what's being said, both in quantity and quality, out in the open networks. A small glimpse at that my indicate that internal adoption may not be such a hurdle as much as a wild horse that needs to be directed."
30636,reply,Large Enterprise,United Kingdom,Practices makes perfect ....,2/10/2011 10:38, Best practices & lessons learned ,0,0,"Luis: indeed we have. A couple of years ago, our Technology group released Citi 2.0 in pilot to enable employees to set up communities via this platform. In the last year, the business division that I represent -- Global Transaction Services -- built a business enterprise-wide ecosystem within the Citi 2.0 platform (which is run on Sharepoint/Newsgator) which we named @GTS, and wrapped some governance around the proactive management of broadcast channels and workgroup communities across our business (which spans 96 countries). It's very well received, thanks to a proof of concept Jam that we staged with the help of IBM last year, but the journey has just begun. While there is a lot of appetite to take this over the firewall to embrace our clients (these are corporations, other financial institutions and public sector entities), we have many dilemmas around how we manage and perhaps contain this medium from a legal / compliance / risk perspective.  I  ...   would welcome any insight folks on the jam can offer in terms of success stories running B2B communities and forums 'over the wall' with clients. We are experimenting with Linked In Groups but for a deeper interaction with clients, we probably need something less public and more focused that we can sustain, draw in experts to fuel meaningful discussion and extract value from."
44399,reply,Large Enterprise,United States,Making Social Media a Business Driver,2/9/2011 18:32, Strategic ,0,0,"Mei,  We have begun that journey at PayPal and it is soul searching for a company to embrace social media totally.  As Laura Bryce said customers are talking with or without you listening, so there is no choice but to engage.  But  ...   it is a journey for a large company to adopt social. It gets easy if you start monitoring your customer conversations (there are listening tools that make it easy to listen everywhere, its not as hard as it seems). The real change has to happen INSIDE the company. It is an attitude change to acknowledge the good and the bad feedback from customers, change process to let the customer lead change.  It starts with a social media department, but if you focus on making social media a business driver and engage the whole company to do social (meaning engage, listen to customers,change process to tie to social) then it happens organically."
44705,reply,Large Enterprise,United Kingdom,Making Social Media a Business Driver,2/10/2011 10:43, None ,0,0,"Sudha: I could not agree more. And that is where we are at as well, across our retail and corporate businesses. We are learning fast, and where we are looking to leap-frog with the help of our industry peers is the sharing of best practice around how we help orchestrate meaningful business interaction via this medium and how we re-engineer our service capabilities to be as responsive and open as this way of doing business demands."
44765,reply,Professional Association,Netherlands,Making Social Media a Business Driver,2/10/2011 14:13, Best practices & lessons learned ,0,0,"As @Laura Bryce mentioned: the question is not 'if' but 'how'. Indeed I agree. At our company we have discovered that a useful method to determine, change and improve all customer interactions is so-called 'service blue printing'. It is basically an exercise to determine, for all of the activities that take place in delivering a service, who-when-and how employees are interacting (or not interacting) with customers. The exercise always results in new ideas on improved customer interactions (moments of truth!). For example it may be discovered that back-office employees often have the experience and knowledge to help customers, whereas they regularly do not have the tools and opportunities to interact with the customers or vice versa. Evaluation of the whole service process by way of 'service blue printing' than often leads to de adoption of various social media initiatives and a better understanding of what needs to be a walled garden discussion and what does not (@Joshua Scribner). Based on these experiences, I think social media does not just start with a social media department (@Sudha Jamthe)."
44608,reply,IBM Employee,Spain,It's all a learning process,2/9/2011 21:33, Strategic ,0,0,"Hi Mei Li! It was a great pleasure having met you last week at Lotusphere in Orlando where I am sure you had a good time, just as much as we all did. This is a rather interesting thread with some many good questions and perhaps with no definite answer for each and everyone of them. It's interesting to see how we seem to keep focusing on capturing best practices, again, with social media and trying to transform our businesses, when in reality we all know it's much more effective to go the route of explore, learn, apply, become better at it.  Anyone remember Dell a few years back how they started? Anyone now thinks that Dell is in the same position or quite the opposite? That's exactly what I mean; making mistakes is a natural part of growing, of learning to do better, of becoming better eventually. So while diving into that social transformation I would suggest we all keep our ears and eyes open towards learning along how we can accomplish. I suspect we would be much more successful than  ...   following best practices to most of the questions you shared above.  Dell has proved it can be done; Dell proved that it learned quickly how to move faster; Dell has showed everyone the real benefits of becoming a social enterprise and guess it's up to us to explore our own learning paths in achieving that transformation ;-)"
44558,reply,IBM Employee,United States,"Ready, Fire, Aim",2/9/2011 22:43, None ,0,0,"Your comment reminds me of a book of the above title, that I don't recall who the author is. Basically, he advocates new businesses prepare your business but then get out there and provide your service, product, etc. Then you evaluate and the Aim is refining the process."
44866,reply,Large Enterprise,United Kingdom,It's a learning process indeed ...,2/10/2011 11:54, Best practices & lessons learned ,0,0,"Hola Luis. Likewise, a pleasure to meet you at Lotusphere last week. It is definitely a pioneering journey and we are all pushing the envelope with our respective endeavours. I would say, though, that beyond the expression of intent lies a wealth of process and smarts needed to effect transformation, and I see great value in sharing tactics and insights to spur us on that journey. We need enlightened legal & compliance partners who help pave and not block the way, willing field-generals who are prepared to transform the way they lead, and service teams that need to transform their service paradigm. The platform and technology is just the beginning and alone, cannot effect the transformation. We can show each other the way in very practical terms, I hope."
30894,reply,IBM Employee,Spain,"Indeed, but don't forget to make mistakes...",2/10/2011 17:01, Best practices & lessons learned ,0,0,"Hi Mei Li, what a great follow up commentary! Thanks a bunch for adding it further up! While I was reading through your comments I surely agree with all what you are saying; we would need to be able to tap into every single aspect of the business in order to strike for that total transformation vs. just individual pockets. What I find rather interesting and very thought provoking is how all of this social business surely is changing the way we are perceiving mistakes; before making a mistake could be rather fatal or, at least, embarrassing, definitely, not encouraged, but nowadays with social media everyone understands that people will make mistakes, they would adjust to their lessons learned and, most importantly, move on, which is what I think we should all do and we already have got living examples, like the one from Dell and other powerful brands"
31335,reply,Large Enterprise,United Kingdom,Dell,2/11/2011 12:49, None ,0,0,Luis: let's find some time to talk more about Dell. Post-jam follow-up perhaps. Thanks!!!
45625,reply,IBM Employee,Spain,Certainly!,2/11/2011 14:48, None ,0,0,"Of course, Mei Li! I think you know where to find me to follow up with it, right? @elsua in Twitter or elsewhere; let me know whenever you would have a chance... Thanks!!"
30582,reply,IBM Employee,United States,Walled gardens,2/10/2011 5:01, Best practices & lessons learned ,0,0,"Having a private space for interaction enables participants to feel safe. It's a good move when you want to have a deeper conversation where everyone opens up about failure as well as success. Walled gardens also create a sense of privilege, which can be useful when working with company executives or academic elite.  However, there are downsides to the walls. You limit the opportunity for radically different ideas, as walled spaces too often become echo chambers. This jam, for example, is a public space -- no walls here -- and we'll get some interesting and innovative discussions happening. Things we hadn't anticipated. However, IBM also has walled spaces for working with clients 1:1, or in small industry-focused groups."
44845,reply,Large Enterprise,United Kingdom,Walled gardens,2/10/2011 10:45, None ,0,0,"Thanks, Joshua. Appreciate the validation of our thinking ....."
44726,reply,IBM Employee,Germany,Situation-specific strategy,2/10/2011 11:27, Products & services ,0,0,"I think it's important to recognize the value of both public approach and walled gardens in planning a social media strategy. Obviously, walled gardens are extremely useful for private company information. The question of where you set the walls, and to what extent you allow public into the walls, is a question that, to a large extent, is determined by and determines the future of the customer base you want to support. In the social media platform sector, privacy control is turning to be a niche / differentiating factor in obtaining users - consider for example Path.  That said, I feel that in general discussions that do not involve confidential information - anything relating to customers - should be made publicly available, whether in anonymized form or not, and the general public should be invited to participate. There are various mix-forms here, including paid access for non-customers vs. free access for customers, or moderated discussions, that may be useful for particular use cases - this can help to focus  ...   discussion while not completely blocking the general public."
45172,reply,IBM Employee,India,How of Social Analytics - and the credibility?,2/10/2011 18:36, Strategic ,1,5,"Since now it amply clear by posts, that Conversations will happen with or without you (businesses) on social media. The next question is how do you manage it.  Different companies are doing different things including hiring people/BPOs, who manage social media communications. Others try make use of Social media analytics to analyze topics related to business that are being discussed, understanding the social media patterns to analyze connect with community, Do location based analysis or simply understand the sentiment there of.  This can transform the actions/decision that company may take in managing public relations or negative fallout and employ resources at its end to manage social media  ...   Like SEO (Search Engine Optimization) can discredit the search engine (to avoid google comes up with intelligent tracking/crawlers and fake link identification), what the equivalent for Social media, We have examples where people/ competitor continuously floated negative publicity to pull the stock price down.  How much do you trust the social Analytics, Is it going to fall trap to Social Media Optimization (SMO - coining a new word for this).  Your thoughts welcome - Nirupam Srivastava"
43357,post,IBM Employee,United States,"Every business needs a Social Business ""GM""",2/8/2011 15:18, People & culture ,4,5,"As I look at successful companies using Social Business, they all had a strong Leader supporting Social Business. For instance, at Slumberland we see ""Brian"" leading the charge, at Windsor Univ -- we see Kristina, at Cemex a strong leader!  Do you agree? If so .. have you such a person at your company?  Sandy"
29016,reply,IBM Employee,United States,An Executive champion perhaps... ?,2/8/2011 15:27, Strategic ,0,0,"I can easily agree that any company will need an executive to really champion the idea of social business, but I'm not sure if a GM (General Manager) role is needed. Unless, the social business activity is a particular line of business, a general manager doesn't seem necessary. For example, Amazon's Web services which is an entire line of social business for the company quite separate from their main retail store activities would likely call for a GM--I don't know if the have such a role. However, running a community, even with millions of participants, isn't necessarily a separate business of its own.  Perhaps, I'm limiting the concept some."
29052,reply,Academia,United States,Strong leader may be antithesis of social,2/8/2011 15:36, None ,0,0,"We're a large university with literally hundreds of outposts in social media. Many are not compliant with things we'd like them to be compliant with -- marks, standards, etc.  But a strong leader may be the complete opposite of what we need. I'd say going social requires a guiding hand informed by lots of thought about goals, voice, and image."
43013,reply,IBM Business Partner,United States,"Understanding a ""Social Business"" leader's role",2/8/2011 15:36, Processes & operational ,1,5,"Sandy,  These is a great point, and there is certainly value in having a leader of social business initiatives, or an ambassador/champion as Rawn suggested. I think the challenge for me is understanding how a ""social business"" role differentiates itself between marketing and IT or operations functions. I believe a social evangelist who really understands social media on a grand scale could promote its use for marketing as well as customer support and then perhaps also social collaboration for internal purposes could champion both. It would be difficult though. Social has to be something that everyone buys into and understands how to leverage."
43304,reply,Small or Mid-size Business,United States,Erin may well be right,2/8/2011 17:27, Strategic ,0,0,"I would concur with the link of thinking which suggests a GM or Chief Social Officer would probably not particularly helpful in many organizations. If any one individual should be responsible for spreading social awareness and engagement, the correct person is the CEO.  What you need is a small cadre of long-term, experienced thought leaders capable who promote and evangelize social media possibilities up and down the organization, leaving ultimate tactical implementation decisions to the respective department/team management already in place.  Note the long-term qualifier. You don't necessarily want a buzzword-laden crew of newbies ranting endlessly about how Instagram is so cool. Rather, you  ...   want folks whose vision includes a longer arc of online social historical experiences, from BBSes to IRC to AOL to Friendster to Now, as they're likely to bring a more meaningful understanding of the current state of affairs and focus on the underlying principals rather than site-of-the-day red shiny objects."
29622,reply,IBM Employee,France,It is a cultural issue,2/8/2011 23:17, People & culture ,0,0,"I agree witht he fact that no-one --or maybe the CEO only-- should be a GM for Social Business. However, if you plan to use Social media tools within your organisation, you need to make sure the culture / minding within the company is the right one. It is like Jamming: if your company/organization is too rigid, too hierarchical, too... old-fashinoed, you will never get the benefits of social media. People will not dare to say what they think, will not try to be innovative, or at least will be frightened to be: ""what will my boss think? what if I talk to my N+2? what if my colleagues see the idea i post on social media?...""  In the end, it goes to culture, and cultural change needs to be managed. It is not easy, it is not something you change overnight, but strong leadership from high above helps."
44147,reply,IBM Employee,Argentina,Agree with Servane,2/9/2011 15:04, People & culture ,0,0,"It is all about leadership and guidance to adopt the cultural change. If leadership and guidance (2.0 Attitude) are seen as a new form of traditional Command & Control, no matter what you do, failure is guaranteed.  Having a true leader, that walks the talk, will generate the adoption and culture change we are looking for."
29127,reply,IBM Employee,United States,I think Social Business is broader than Marketing/,2/8/2011 15:57, Strategic ,0,0,"Social Business impacts your IT and Marketing for sure...but also client support -- think Zappos -- development -- think Coach, IBM, and others, HR -- think Cemex and the list goes on.  This needs to be a cross business process person in my view."
43525,reply,Large Enterprise,United States,Social across business processes,2/8/2011 16:24, Strategic ,2,4.5,Agreed. Treating social business as just another marketing channel is a waste of resources and may even cause harm. So-called social technologies need to be brought inside the Enterprise to enable better engagement with customers. (Enterprise 2.0) #e20
43849,reply,IBM Employee,United States,Social Business will be the new way Workplace Norm,2/8/2011 21:05, People & culture ,1,5,"Not just for Marketing and reaching out to customers, but reaching out to the entire broader buiness ecosystem- eployees, partners, supply chains. As our business environment becomes more complex, we must tap into more minds to splve challenges. None of us can no longer affort to work in vaccuum."
43564,reply,IBM Employee,France,genuine,2/8/2011 16:45, People & culture ,0,0,"I agree with Gagan.  ""Social"" must be ""genuine"", is not tactical, is not a seasonal fashion (at least I believe so).  It is like humans: it is difficult to behave in a certain way unless you really espouse the values behind those behaviors. Espousing the values gives you the credibility, the passion, the ability to always be in ""movement"", never arrived."
43928,reply,Professional Association,India,new dimension to the business world,2/9/2011 8:37, People & culture ,0,0,"Espousing value is truly essential for social business. Thought leaders should look for such values that can somewhere include what Muhammad Yunus wanted from Social Business, where Social business is a new category of business, which does not stipulate the end of the existing type of profit-making business. It widens the market by giving a new option to consumers. It adds to the competition. It brings new dimension to the business world, and a new feeling of social awareness among the business people.""  If we just restricting our focus to commercial success of the social business. Its broader meaning would be marginalized."
30210,reply,Academia,United States,cross fields,2/9/2011 16:23, None ,0,0,"In my opinion today's marketing person needs to be multi-disiplenary, knowing IT, Marketing, Sales and Development. Depending on the industry of course. I have been told by a few developers that a person who knows the IT aspect as well as the marketing can work well with the customers which in turn is the social business, ie client support."
43211,reply,Small or Mid-size Business,France,Social business as a cross business process person,2/8/2011 16:41, Strategic ,1,5,I tried to find it but I didn't found any so I am putting it out loud there: wouldn't it be great to have an information designer / graphist mapping out the social business strategies of the companies quoted before so we see which ones are more outsource social business / in house social business / cross business / core business to start identifying social business patterns ?
44729,reply,IBM Employee,Germany,I'd love to see that too!,2/10/2011 11:30, None ,0,0,That's one infographic I haven't seen yet either - would love to know if one is out there!
43229,reply,Large Enterprise,United Kingdom,Social Business 2.0 needs Leadership 2.0,2/8/2011 16:50, People & culture ,1,5,"Leadership is key for soical business initiatives to take root and thrive, and I would say that it takes both leadership from the top and operational follow-through from all of the departments and units across a business for enterprise-wide transformation to be effective. For the 2.0 way of interacting to be ubiquitous, we all need to embrace it as the way we work .... and eventually, evangelism becomes innovation .... leading thinking on how we push the envelope on its application across internal and external arenas."
31122,reply,IBM Employee,United States,Leadership 2.0 ideas,2/10/2011 22:55, People & culture ,0,0,"@MeiLi - Some months ago, I presented on the topic of leadership for a new generation which was intentionally Millennial generation-focused but the concepts themselves aren't tied to Millennials really. The slides: https://www-950.ibm.com/files/app/person"
29079,reply,Large Enterprise,United States,Social GM,2/8/2011 15:43, Strategic ,1,5,"Sandy, I have heard of companies looking to create a Chief Collaboration Officer to drive this phenomenon of Social Business. I think within Organizations, there needs to be one person who owns the program from end-to-end. This way political hurdels have a better chance of being sidestepped, and authority is reinforced. Will this be a new position sprouting up in many companies? I am not sure, but I like the idea"
29124,reply,IBM Employee,United States,Love this idea!,2/8/2011 15:55, Strategic ,0,0,Great idea as well. Do you have one?
43136,reply,IBM Employee,United States,Who leads the social media charge?,2/8/2011 16:12, People & culture ,0,0,"I feel that honest and reliable communication has to be an ethic of the enterprise more than an initiative led by a senior executive. Who manages Twitter or its related trending topics?! As we've seen vividly since the release of Wiki Leaks, modern, social dialogue(s) center about the Internet principle of 'everyone knows' as no one individual on entity controls the message. How does the enterprise migrate rapidly from 'knowledge is power' to taking advantage of 'everyone knows' enabling productive focus in the process."
29157,reply,Large Enterprise,United States,"Every business needs a Social Business ""GM""",2/8/2011 16:16, None ,0,0,"No, we do not. That would be a huge step in our organization, but I do not think we are ready yet."
43480,reply,IBM Employee,United States,"An Executive champion, yes is needed",2/8/2011 16:01, Processes & operational ,0,0,"I agree that a GM leadership role would be required. The cultivation of the idea and the business funding to deploy the idea, can be outside of budgeting process. To ensure that the business alignment and ROI are fully vetted with the adoption of idea, support with the various operational business functions is required. https://www.collaborationjam.com/minijam3/jam/discussionThread.do?gt=true&jamId=83289&f=84516&c=43435"
29169,reply,IBM Employee,United States,Social Business Ambassadors?,2/8/2011 16:29, People & culture ,3,4.5,"I like the approach IBM took with it's BlueIQ Ambassadors - an impressive group of social media experts and advisors who were always the early adopters. They developed a charter, a community and a cause. Together this group grew to become a ground swell in a very large organization and empowered our leadership with education and incentives to join the movement toward integrating social media into our business.  I think there needs to be a marriage of efforts between the ""boots on ground"" teams and a select group of leaders to provide vision, strategy, and calls to action. With the bottom up drive and the top down support, any organization can reach its social business goals."
43223,reply,IBM Employee,France,But BlueIQ had a strong sponsorship,2/8/2011 16:49, Strategic ,0,0,"I think that BlueIQ represents one of the ""tools"" that a strong sponsorship decision deployed to deploy its goals. When BlueIQ was born, we had an executive leading and a high level sponsor in the company who wanted, clearly, IBM to become the most advanced social company."
43984,reply,IBM Employee,Spain,Hybrid approach works best!,2/9/2011 0:59, Best practices & lessons learned ,0,0,"As Bill & Stefano both mentioned BlueIQ is a program, of which I am part of ;-), as much as they both are, as ambassadors themselves, that tries to combine the best of both: 1. Executive sponsorship and leadership to make it happen, to want to establish the path to transform how a business becomes *the* showcase of social software adoption and 2. Grassroots effort of having a dedicated team with one or two satellite communities of social software evangelist and enthusiasts who co-jointly get to execute on a program and methodology that ensures the rest of the workforce is educated and facilitated in their adoption of the various social tools available.  It's a joint effort, a partnership of both exec support and daily work of people in the trenches, of wanting to help realise that transformation of the business and help it make it an engaged and empowered business.  ...   Time and time we keep sharing the story of that hybrid approach and it seems to have resonated with plenty of businesses, not just IBM; certainly, worth while combining both of them"
43537,reply,IBM Employee,United States,Why stop with one??,2/8/2011 16:33, Processes & operational ,2,5,"Hi Sandy! Rather than the appointment of a single person (which might be a good start to champion the cause) - what about the creation of a Social Business / Collaboration Center of Excellence? Organizationally perhaps it could be similar to a shared services organization; it doesn't sit in one silo but serves everyone. (Although, admittedly, a cost-recovery model may present its own set of challenges!)  Infusing initiatives with members of the CoE could breathe new life into planning, operations, and service delivery by having a person or small team focused on promoting collaboration and social media. Ultimately, it can help organizations better leverage the social technologies they have in place today, and understand the technologies and social activities they will need in the future. -Jennifer-"
43187,reply,IBM Employee,United States,Profile,2/8/2011 16:35, Strategic ,0,0,"If people agree that a GM role needs to exist, what does that person need to look like? This role will be a leader and salesperson within the organization. This person will need to be one to keep aware of current technical and social trends. I think even just an outgoing personality to encourage collaboration and teamwork. Personally a perky cheerleader is a turnoff, but an advocate and one that is willing to push those that refuse to change is a person that I want to work for.  For the minute details, the age, size and makeup of the organization can suggest who the ideal person should be. It may be ugly, but even gender or cultural background can feed this, again, based on the organization makeup.  ...   Then the question is, how much authority does this person have. How much support will this person have from upper management? How willing is this person to say, well this specific method doesn't fit our organization, but let's try something else?"
29214,reply,Small or Mid-size Business,United States,A leader - yes - for now,2/8/2011 16:42, None ,0,0,I believe we all hope that the underlying theory behind what we all call social media will not always be a special effort that it will become the normal way of doing business - until that time there needs to be an evangelist spearheading the effort. Not an option if the efort is to be successful - depending on how you define success.
43594,reply,IBM Employee,Malaysia,Social Media champion,2/8/2011 16:59, Best practices & lessons learned ,0,0,"I agree with some of the respondents here. I believe it is important to have someone - a social media (SM) champion or ""owner"" - to champion/advocate SM. Not only to drive adoption, but to strategize, to take a holistic view of SM and ensure all objectives and campaigns are aligned with the business/company's direction.  SM is a communication channel/tool. It is part of PR (eg: crisis management) or marketing (eg: online contest or event posting) or customer service, etc. SM should not be an ""after thought"" or a ""plug in"" and a SM champion will be a great help in ensuring that SM is not done in silo."
43603,reply,Academia,France,Non Profits too,2/8/2011 17:02, Strategic ,0,0,"The non profit I work with www.weforest.org was founded by Bill Liao founder of Xing, so no surprise that we are very social network concerned, savvy, (but always learning and always surprises; things that click and those that flop)"
43256,reply,IBM Employee,France,Leadership and sponsorship,2/8/2011 17:06, Strategic ,2,5,"I liked very much this thread.  I just had a discussion this afternoon with a Sales colleague of mines who is in charge with industrial SMBs in France. His question was exactly ""what could help one of my customers to be really interested in Social?"". All people talk about Social and even small companies think that it ""is an interesting topic"".  But there is a big difference between ""thinking it is an interesting subject"" and ""deciding to engage the company on this"" !  ...   I tend to think that a high-level sponsor is required. I am not mastering executive job titles. I do not think that, in theory, a separate role would be required except for very big and dispersed companies. But I think that an existing executive wearing the ""Social Business GM"" hat would be suitable in most cases.  Why an executive? It is because of the fact that we are not talking about introducing a tool here. Social Business must be genuinely built into the fabric of the company in order to become effective. It is a change much bigger than the introduction of ""email"" (which, after all, became so pervasive because it embodied many of the internal processes...).  Having simply some evangelists may work in highly motivated situations (like universities or research centers) because, I believe, in those situations people are more autonomous and are used to shape the way they do their business.  In a ""little industrial company"" there needs to be motivation and daily guidance (and lead by example) since becoming ""social"" may imply changing the routine job... and when these things happen, a strong leadership who is also able to reward and recognize, is I think required."
29334,reply,IBM Employee,United States,Leadership involves action by many,2/8/2011 18:00, People & culture ,0,0,"Every business needs a *group* of strong leaders. One GM may provide vision, but social leadership involves action by many leaders who have responsibilities across the business. A leadership group needs to work together to deliver consistent guidelines, policies (legal, HR, and otherwise), tools strategy, and execution. Social Business vision can come from the top, but leadership comes from active participation."
45610,reply,IBM Employee,United States,Social Leadership,2/11/2011 14:44, People & culture ,0,0,"Jeanne - Yes. I disagree that an organization needs a Social Business GM. I agree that to be successful, there must be a ""group"" of strong leaders. The group must be collaborative to move forward in a way that is best for the specific business's mission and objectives. The question that comes to mind is how do companies keep the group from working at a snails pace because they are distracted by fighting fires and day-to-day business objectives?  I believe that social is not inherently intuitive. Largely b/c there is much new behavior and skills that people can be incredibly resistant to. thus, I believe that achieving social requires a lot of active support and help from peers, ambassadors, reverse mentors, business partners, random helpful people. Bringing in people from within or outside an organization can help accelerate understanding and movement."
43385,reply,IBM Employee,Canada,A change agent,2/8/2011 18:44, People & culture ,0,0,"With the introduction of new ways of doing business, especially when associated with adopting ""disruptive"" technologies, having a change agent to lead the organization, will be a good idea. This person should have a strong network across all aspects of the business in order to help mobilize the interest and support across the enterprise."
